class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,k,y,y,No,n,f,close,narrow,white,e,?,k,scaly,w,y,p,white,o,evanescent,w,several,woods
p,f,s,w,Yes,n,f,close,broad,white,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,f,f,y,No,f,f,close,broad,gray,e,b,k,silky,n,b,p,white,o,large,h,solitary,paths
e,k,y,p,Yes,n,f,close,broad,white,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,f,y,w,Yes,n,f,crowded,narrow,white,e,b,s,smooth,w,w,p,white,o,pendant,w,clustered,leaves
p,f,s,b,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,several,urban
e,f,y,w,No,n,f,close,narrow,purple,e,?,s,fibrous,w,w,p,white,o,flaring,h,solitary,woods
e,x,y,r,No,n,f,close,narrow,white,e,?,s,fibrous,w,w,p,white,o,flaring,h,several,woods
e,x,s,b,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,f,s,g,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,several,grasses
p,x,y,e,No,y,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,n,b,p,white,o,large,h,solitary,paths
p,f,s,g,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,f,s,b,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
e,f,s,e,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,x,y,e,No,y,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,f,f,g,No,f,f,close,broad,pink,e,b,k,silky,b,b,p,white,o,large,h,solitary,grasses
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,b,b,p,white,o,large,h,solitary,woods
e,x,s,n,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,f,s,g,Yes,f,f,close,broad,pink,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,s,w,Yes,f,f,close,broad,pink,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
e,x,f,c,No,n,f,crowded,narrow,white,e,b,s,smooth,w,n,p,white,o,evanescent,w,several,leaves
p,f,s,g,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,several,grasses
p,f,f,g,No,f,f,close,broad,pink,e,b,k,silky,n,p,p,white,o,large,h,several,paths
e,x,y,r,No,n,f,close,narrow,white,e,?,s,fibrous,w,w,p,white,o,flaring,h,solitary,woods
p,x,f,y,No,f,f,close,broad,gray,e,b,k,silky,p,b,p,white,o,large,h,several,paths
p,x,y,n,No,f,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,leaves
p,x,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,leaves
e,f,y,e,Yes,n,f,close,broad,white,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,x,s,g,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,several,urban
e,k,y,n,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
e,f,y,e,Yes,n,f,close,broad,red,e,?,s,smooth,w,w,p,white,t,evanescent,w,clustered,waste
p,x,y,n,No,f,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,paths
p,b,y,n,No,n,f,close,narrow,white,e,?,k,scaly,w,y,p,white,o,evanescent,w,several,woods
p,x,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,paths
e,f,y,b,Yes,n,f,close,broad,red,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,x,s,w,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,several,grasses
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,p,b,p,white,o,large,h,several,grasses
e,f,y,n,Yes,n,f,close,broad,white,e,?,s,smooth,w,w,p,white,t,evanescent,w,clustered,waste
p,b,y,w,Yes,n,f,close,broad,gray,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
e,x,y,n,No,n,f,crowded,narrow,white,e,b,s,fibrous,w,n,p,white,o,evanescent,w,several,leaves
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,n,p,p,white,o,large,h,several,paths
p,x,s,b,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,s,f,close,narrow,buff,t,?,s,smooth,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,g,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,f,s,g,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,f,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
e,f,y,w,No,n,f,close,narrow,pink,e,?,s,fibrous,w,w,p,white,o,flaring,h,several,woods
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,f,f,g,No,f,f,close,broad,gray,e,b,k,silky,n,b,p,white,o,large,h,several,grasses
p,x,y,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,x,s,w,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,several,grasses
p,f,y,g,No,f,f,close,broad,pink,e,b,k,silky,n,b,p,white,o,large,h,several,woods
p,x,s,w,Yes,f,f,close,broad,chocolate,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,k,y,y,No,n,f,close,narrow,white,e,?,k,scaly,w,n,p,white,o,evanescent,w,several,woods
p,f,s,w,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,several,urban
p,f,s,g,Yes,f,f,close,broad,chocolate,t,b,f,fibrous,w,w,p,white,o,pendant,h,several,urban
e,x,y,c,No,n,f,crowded,narrow,white,e,b,f,smooth,w,n,p,white,o,evanescent,w,several,leaves
p,x,s,w,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,several,urban
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,paths
p,f,y,p,Yes,n,f,close,broad,green,e,b,s,smooth,w,w,p,white,t,pendant,r,several,grasses
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,p,b,p,white,o,large,h,solitary,paths
e,x,s,p,Yes,n,f,close,broad,red,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
p,f,y,b,Yes,n,f,close,broad,green,e,b,s,smooth,w,w,p,white,t,pendant,r,several,grasses
p,x,f,y,No,n,f,close,narrow,white,e,?,k,scaly,w,n,p,white,o,evanescent,w,several,woods
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,b,p,white,o,large,h,solitary,paths
e,f,f,n,No,n,f,crowded,narrow,white,e,b,f,fibrous,w,n,p,white,o,evanescent,w,several,leaves
e,x,f,n,No,n,f,crowded,narrow,white,e,b,f,smooth,w,n,p,white,o,evanescent,w,several,leaves
p,x,y,n,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,leaves
p,f,s,g,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,several,urban
p,x,s,b,Yes,f,f,close,broad,chocolate,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,f,s,g,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,several,grasses
p,x,s,b,Yes,f,f,close,broad,chocolate,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
e,x,y,r,No,n,f,close,narrow,chocolate,e,?,s,fibrous,w,w,p,white,o,flaring,h,several,woods
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,b,b,p,white,o,large,h,solitary,woods
p,f,s,g,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,b,p,white,o,large,h,solitary,grasses
p,f,s,w,Yes,f,f,close,broad,white,t,b,f,fibrous,w,w,p,white,o,pendant,h,several,urban
p,x,s,w,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,f,y,g,No,f,f,close,broad,pink,e,b,k,silky,p,p,p,white,o,large,h,solitary,paths
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,b,b,p,white,o,large,h,solitary,paths
p,x,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,woods
p,x,y,y,No,n,f,close,narrow,white,e,?,k,scaly,w,n,p,white,o,evanescent,w,several,woods
e,f,s,n,Yes,n,f,close,broad,red,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,p,p,p,white,o,large,h,solitary,woods
p,f,s,g,Yes,f,f,close,broad,chocolate,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,n,b,p,white,o,large,h,several,woods
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,b,n,p,white,o,large,h,solitary,woods
p,f,s,w,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,f,s,p,Yes,n,f,close,broad,white,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,n,p,white,o,large,h,solitary,grasses
e,k,s,p,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,x,s,b,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,w,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,w,Yes,f,f,close,broad,chocolate,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,f,f,close,narrow,buff,t,?,s,smooth,w,w,p,white,o,evanescent,w,several,woods
p,b,y,p,Yes,n,f,close,broad,green,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,x,s,b,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
e,x,y,p,Yes,n,f,close,broad,white,e,?,s,smooth,w,w,p,white,t,evanescent,w,clustered,waste
p,x,y,n,No,s,f,close,narrow,buff,t,?,s,silky,p,w,p,white,o,evanescent,w,several,paths
p,x,y,y,No,f,f,close,broad,pink,e,b,k,silky,n,b,p,white,o,large,h,several,paths
p,x,s,w,Yes,f,f,close,broad,pink,t,b,s,fibrous,w,w,p,white,o,pendant,h,several,urban
e,f,y,b,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,f,s,b,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,several,urban
e,x,f,c,No,n,f,crowded,narrow,white,e,b,f,fibrous,w,n,p,white,o,evanescent,w,several,leaves
e,f,s,p,Yes,n,f,close,broad,red,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
e,x,y,n,No,n,f,crowded,narrow,white,e,b,f,fibrous,w,n,p,white,o,evanescent,w,several,leaves
e,f,s,p,Yes,n,f,close,broad,white,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
p,f,s,g,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,several,urban
e,k,s,e,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
e,k,y,e,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,f,s,w,Yes,f,f,close,broad,pink,t,b,s,fibrous,w,w,p,white,o,pendant,h,several,grasses
e,k,s,b,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,x,s,b,Yes,f,f,close,broad,pink,t,b,f,fibrous,w,w,p,white,o,pendant,h,several,grasses
p,b,y,y,No,n,f,close,narrow,white,e,?,k,scaly,w,y,p,white,o,evanescent,w,several,woods
p,x,s,w,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,x,f,y,No,f,f,close,broad,chocolate,e,b,k,silky,n,p,p,white,o,large,h,several,grasses
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,p,n,p,white,o,large,h,solitary,paths
p,b,f,n,No,n,f,close,narrow,white,e,?,k,scaly,w,y,p,white,o,evanescent,w,several,woods
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,p,p,p,white,o,large,h,solitary,paths
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,b,b,p,white,o,large,h,several,paths
e,f,y,c,No,n,f,crowded,narrow,white,e,b,s,smooth,w,n,p,white,o,evanescent,w,several,leaves
p,x,y,e,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,woods
p,f,s,w,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,f,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,paths
p,b,y,p,Yes,n,f,close,broad,green,e,b,s,smooth,w,w,p,white,t,pendant,r,several,grasses
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,p,p,p,white,o,large,h,solitary,woods
p,x,s,b,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,n,b,p,white,o,large,h,several,paths
p,f,s,b,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,f,s,b,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,paths
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,n,p,white,o,large,h,several,paths
e,x,s,n,Yes,n,f,close,broad,red,e,?,s,smooth,w,w,p,white,t,evanescent,w,clustered,waste
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,n,b,p,white,o,large,h,several,grasses
e,f,s,b,Yes,n,f,close,broad,red,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
e,f,s,e,Yes,n,f,close,broad,white,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
e,x,s,n,Yes,n,f,close,broad,red,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
p,f,s,w,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,several,urban
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,b,p,p,white,o,large,h,several,woods
e,f,s,p,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
e,x,s,e,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,b,n,p,white,o,large,h,several,woods
p,b,y,b,Yes,n,f,close,broad,gray,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,f,s,b,Yes,f,f,close,broad,chocolate,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,f,s,g,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,b,Yes,f,f,close,broad,pink,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,f,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,n,p,white,o,large,h,solitary,paths
p,f,s,w,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,g,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
e,f,y,r,No,n,f,close,narrow,chocolate,e,?,s,fibrous,w,w,p,white,o,flaring,h,solitary,woods
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,b,p,p,white,o,large,h,several,grasses
p,x,y,n,No,f,f,close,narrow,buff,t,?,s,silky,w,w,p,white,o,evanescent,w,several,woods
p,x,s,b,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,grasses
e,x,f,c,No,n,f,crowded,narrow,white,e,b,f,smooth,w,n,p,white,o,evanescent,w,several,leaves
p,x,s,g,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,several,urban
e,x,y,u,No,n,f,close,narrow,pink,e,?,s,fibrous,w,w,p,white,o,flaring,h,solitary,woods
p,x,f,y,No,f,f,close,broad,chocolate,e,b,k,silky,b,n,p,white,o,large,h,several,paths
p,f,f,g,No,f,f,close,broad,pink,e,b,k,silky,p,p,p,white,o,large,h,several,grasses
p,f,y,w,Yes,n,f,close,broad,gray,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,silky,p,w,p,white,o,evanescent,w,several,woods
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,y,g,No,f,f,close,broad,chocolate,e,b,k,silky,p,n,p,white,o,large,h,several,paths
e,x,y,p,Yes,n,f,close,broad,red,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
p,f,s,g,Yes,f,f,close,broad,white,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,b,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,several,grasses
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,paths
p,x,s,g,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,w,p,p,white,o,evanescent,w,several,paths
p,f,s,w,Yes,f,f,close,broad,pink,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,g,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,several,urban
p,x,s,g,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,p,p,p,white,o,large,h,several,paths
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,n,n,p,white,o,large,h,several,paths
p,f,y,g,No,f,f,close,broad,pink,e,b,k,silky,b,n,p,white,o,large,h,solitary,grasses
p,x,y,y,No,f,f,close,broad,gray,e,b,k,silky,n,p,p,white,o,large,h,solitary,grasses
p,x,s,g,Yes,f,f,close,broad,white,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,f,s,b,Yes,f,f,close,broad,pink,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,f,s,w,Yes,f,f,close,broad,chocolate,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,f,f,g,No,f,f,close,broad,pink,e,b,k,silky,p,n,p,white,o,large,h,solitary,grasses
p,f,s,b,Yes,f,f,close,broad,chocolate,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,s,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,w,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
e,k,s,e,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,f,y,b,Yes,n,f,close,broad,white,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,x,y,n,No,y,f,close,narrow,buff,t,?,s,smooth,p,p,p,white,o,evanescent,w,several,paths
e,k,y,n,Yes,n,f,close,broad,red,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,f,s,w,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,several,urban
p,f,s,w,Yes,f,f,close,broad,pink,t,b,s,smooth,w,w,p,white,o,pendant,h,several,urban
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,woods
p,x,s,w,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,y,f,close,narrow,buff,t,?,s,smooth,p,w,p,white,o,evanescent,w,several,leaves
p,b,s,p,Yes,n,f,close,broad,white,e,b,s,smooth,w,w,p,white,t,pendant,r,several,grasses
p,x,y,e,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,woods
p,f,y,g,No,f,f,close,broad,gray,e,b,k,silky,n,n,p,white,o,large,h,several,paths
p,x,y,y,No,f,f,close,broad,gray,e,b,k,silky,p,n,p,white,o,large,h,several,woods
p,x,y,g,No,f,f,close,broad,chocolate,e,b,k,silky,n,b,p,white,o,large,h,several,grasses
p,f,y,w,Yes,n,f,close,broad,green,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,f,s,g,Yes,f,f,close,broad,chocolate,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
e,k,y,p,Yes,n,f,close,broad,white,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
p,x,s,w,Yes,f,f,close,broad,white,t,b,f,smooth,w,w,p,white,o,pendant,h,several,grasses
e,k,s,p,Yes,n,f,close,broad,red,e,?,s,smooth,w,w,p,white,t,evanescent,w,clustered,waste
p,f,s,w,Yes,f,f,close,broad,pink,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,y,f,close,narrow,buff,t,?,k,smooth,p,w,p,white,o,evanescent,w,several,paths
p,x,f,y,No,f,f,close,broad,pink,e,b,k,silky,n,n,p,white,o,large,h,several,woods
p,f,y,g,No,f,f,close,broad,pink,e,b,k,silky,p,n,p,white,o,large,h,several,paths
p,x,y,g,No,f,f,close,broad,pink,e,b,k,silky,p,p,p,white,o,large,h,solitary,paths
e,x,y,e,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,p,b,p,white,o,large,h,several,paths
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,silky,p,p,p,white,o,evanescent,w,several,woods
p,x,s,b,Yes,f,f,close,broad,white,t,b,f,fibrous,w,w,p,white,o,pendant,h,several,grasses
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,b,p,white,o,large,h,solitary,woods
e,k,y,e,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
p,f,y,p,Yes,n,f,close,broad,gray,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,f,y,w,Yes,n,f,close,broad,white,e,b,s,smooth,w,w,p,white,t,pendant,r,several,meadows
p,f,y,y,No,f,f,close,broad,gray,e,b,k,silky,b,b,p,white,o,large,h,solitary,paths
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,p,b,p,white,o,large,h,several,grasses
e,f,y,r,No,n,f,close,narrow,white,e,?,s,fibrous,w,w,p,white,o,flaring,h,several,woods
p,x,s,w,Yes,f,f,close,broad,pink,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,w,Yes,f,f,close,broad,pink,t,b,f,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,s,b,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,scattered,urban
p,x,y,n,No,y,f,close,narrow,buff,t,?,s,silky,w,p,p,white,o,evanescent,w,several,paths
e,k,y,e,Yes,n,f,close,broad,red,e,?,s,smooth,e,e,p,white,t,evanescent,w,clustered,waste
e,k,s,p,Yes,n,f,close,broad,white,e,?,s,smooth,w,w,p,white,t,evanescent,w,clustered,waste
e,x,y,b,Yes,n,f,close,broad,white,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
p,x,s,g,Yes,f,f,close,broad,chocolate,t,b,s,smooth,w,w,p,white,o,pendant,h,several,grasses
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,p,p,p,white,o,large,h,solitary,grasses
p,x,y,n,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,leaves
p,c,y,w,Yes,n,f,crowded,narrow,white,e,b,s,smooth,w,w,p,white,o,pendant,w,clustered,leaves
p,f,s,w,Yes,f,f,close,broad,pink,t,b,f,fibrous,w,w,p,white,o,pendant,h,several,grasses
p,f,s,g,Yes,f,f,close,broad,white,t,b,s,fibrous,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,e,No,y,f,close,narrow,buff,t,?,k,silky,w,p,p,white,o,evanescent,w,several,leaves
p,x,s,g,Yes,f,f,close,broad,white,t,b,s,smooth,w,w,p,white,o,pendant,h,scattered,grasses
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,smooth,w,w,p,white,o,evanescent,w,several,woods
e,x,y,p,Yes,n,f,close,broad,red,e,?,s,smooth,e,w,p,white,t,evanescent,w,clustered,waste
e,f,y,w,No,n,f,close,narrow,chocolate,e,?,s,fibrous,w,w,p,white,o,flaring,h,solitary,woods
p,f,y,y,No,f,f,close,broad,chocolate,e,b,k,silky,b,p,p,white,o,large,h,solitary,grasses
p,x,y,n,No,y,f,close,narrow,buff,t,?,s,silky,p,p,p,white,o,evanescent,w,several,woods
p,x,f,y,No,f,f,close,broad,gray,e,b,k,silky,p,n,p,white,o,large,h,solitary,woods
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,smooth,p,p,p,white,o,evanescent,w,several,leaves
p,x,s,g,Yes,f,f,close,broad,chocolate,t,b,s,fibrous,w,w,p,white,o,pendant,h,several,urban
p,x,y,n,No,s,f,close,narrow,buff,t,?,k,silky,w,w,p,white,o,evanescent,w,several,woods
e,k,f,n,No,n,f,crowded,narrow,white,e,b,s,fibrous,w,n,p,white,o,evanescent,w,several,leaves
p,x,s,w,Yes,f,f,close,broad,pink,t,b,f,smooth,w,w,p,white,o,pendant,h,several,urban
p,f,y,y,No,f,f,close,broad,pink,e,b,k,silky,n,p,p,white,o,large,h,solitary,paths
e,x,y,p,Yes,n,f,close,broad,red,e,?,s,smooth,w,e,p,white,t,evanescent,w,clustered,waste
